CpG island 	 4714 .. 5242 	 size=529 
CpG island 	 15672767 .. 15673061 	 size=295 
CpG island 	 15673431 .. 15673681 	 size=251 
CpG island 	 15674344 .. 15674548 	 size=205 
CpG island 	 15682475 .. 15682798 	 size=324 
CpG island 	 15682866 .. 15683189 	 size=324 
CpG island 	 15690465 .. 15690923 	 size=459 
CpG island 	 15698893 .. 15699201 	 size=309 
CpG island 	 15700277 .. 15700481 	 size=205 
CpG island 	 15700758 .. 15700964 	 size=207 
CpG island 	 15701015 .. 15701276 	 size=262 
CpG island 	 15703013 .. 15703322 	 size=310 
CpG island 	 15706254 .. 15706463 	 size=210 
CpG island 	 15709138 .. 15709625 	 size=488 
CpG island 	 15709650 .. 15710005 	 size=356 
CpG island 	 15712193 .. 15712775 	 size=583 
CpG island 	 15713455 .. 15713809 	 size=355 
CpG island 	 15713855 .. 15714074 	 size=220 
CpG island 	 15714850 .. 15715239 	 size=390 
CpG island 	 15718657 .. 15719342 	 size=686 
CpG island 	 15719659 .. 15720042 	 size=384 
CpG island 	 15722213 .. 15722412 	 size=200 
CpG island 	 15723929 .. 15724424 	 size=496 
CpG island 	 15724926 .. 15725449 	 size=524 
CpG island 	 15725639 .. 15726029 	 size=391 
CpG island 	 15731359 .. 15731568 	 size=210 
CpG island 	 15732999 .. 15733348 	 size=350 
CpG island 	 15733766 .. 15734407 	 size=642 
CpG island 	 15734417 .. 15735020 	 size=604 
CpG island 	 15735050 .. 15735250 	 size=201 
CpG island 	 15737684 .. 15737920 	 size=237 
CpG island 	 15738347 .. 15738852 	 size=506 
CpG island 	 15739587 .. 15739984 	 size=398 
CpG island 	 15741121 .. 15741376 	 size=256 
CpG island 	 15741453 .. 15741929 	 size=477 
CpG island 	 15742756 .. 15743101 	 size=346 
CpG island 	 15743860 .. 15744429 	 size=570 
CpG island 	 15744986 .. 15745320 	 size=335 
CpG island 	 15745644 .. 15745872 	 size=229 
CpG island 	 15746403 .. 15746844 	 size=442 
CpG island 	 15746940 .. 15747227 	 size=288 
CpG island 	 15747751 .. 15747958 	 size=208 
CpG island 	 15748710 .. 15749404 	 size=695 
CpG island 	 15750606 .. 15751023 	 size=418 
CpG island 	 15752392 .. 15752916 	 size=525 
CpG island 	 15752929 .. 15753286 	 size=358 
CpG island 	 15753808 .. 15754543 	 size=736 
CpG island 	 15755526 .. 15756000 	 size=475 
CpG island 	 15756700 .. 15756899 	 size=200 
CpG island 	 15757033 .. 15757297 	 size=265 
CpG island 	 15757471 .. 15758000 	 size=530 
CpG island 	 15760565 .. 15761022 	 size=458 
CpG island 	 15761108 .. 15761489 	 size=382 
CpG island 	 15762210 .. 15762607 	 size=398 
CpG island 	 15764527 .. 15764906 	 size=380 
CpG island 	 15766404 .. 15766608 	 size=205 
CpG island 	 15769420 .. 15769858 	 size=439 
CpG island 	 15770077 .. 15770509 	 size=433 
CpG island 	 15770808 .. 15771010 	 size=203 
CpG island 	 15772381 .. 15772810 	 size=430 
CpG island 	 15772904 .. 15773107 	 size=204 
CpG island 	 15774911 .. 15775131 	 size=221 
CpG island 	 15776288 .. 15776751 	 size=464 
CpG island 	 15776792 .. 15777129 	 size=338 
CpG island 	 15777789 .. 15777988 	 size=200 
CpG island 	 15778107 .. 15778761 	 size=655 
CpG island 	 15779726 .. 15780468 	 size=743 
CpG island 	 15781723 .. 15781938 	 size=216 
CpG island 	 15782322 .. 15782531 	 size=210 
CpG island 	 15783628 .. 15784137 	 size=510 
CpG island 	 15784656 .. 15784864 	 size=209 
CpG island 	 15786682 .. 15787475 	 size=794 
CpG island 	 15788227 .. 15788567 	 size=341 
CpG island 	 15789872 .. 15790149 	 size=278 
CpG island 	 15792962 .. 15793238 	 size=277 
CpG island 	 15795685 .. 15796447 	 size=763 
CpG island 	 15796482 .. 15796850 	 size=369 
CpG island 	 15798514 .. 15798767 	 size=254 
CpG island 	 15799403 .. 15799626 	 size=224 
CpG island 	 15799708 .. 15799969 	 size=262 
CpG island 	 15800171 .. 15800614 	 size=444 
CpG island 	 15801271 .. 15801601 	 size=331 
CpG island 	 15808828 .. 15809083 	 size=256 
CpG island 	 15809246 .. 15809519 	 size=274 
CpG island 	 15811240 .. 15811496 	 size=257 
CpG island 	 15817527 .. 15818052 	 size=526 
CpG island 	 15822008 .. 15822220 	 size=213 
CpG island 	 15822764 .. 15823359 	 size=596 
CpG island 	 15823431 .. 15823643 	 size=213 
CpG island 	 15824017 .. 15824350 	 size=334 
CpG island 	 15826294 .. 15826698 	 size=405 
CpG island 	 15828516 .. 15828809 	 size=294 
CpG island 	 15830418 .. 15830840 	 size=423 
CpG island 	 15836475 .. 15837499 	 size=1025 
CpG island 	 15838995 .. 15839209 	 size=215 
CpG island 	 15839622 .. 15840186 	 size=565 
CpG island 	 15841779 .. 15841982 	 size=204 
CpG island 	 15842195 .. 15842401 	 size=207 
CpG island 	 15845150 .. 15845358 	 size=209 
CpG island 	 15847511 .. 15847766 	 size=256 
CpG island 	 15848047 .. 15848591 	 size=545 
CpG island 	 15848750 .. 15849136 	 size=387 
CpG island 	 15849514 .. 15849771 	 size=258 
CpG island 	 15853532 .. 15853924 	 size=393 
CpG island 	 15858552 .. 15858861 	 size=310 
CpG island 	 15859087 .. 15859586 	 size=500 
CpG island 	 15859615 .. 15859928 	 size=314 
CpG island 	 15861074 .. 15861351 	 size=278 
CpG island 	 15865143 .. 15865519 	 size=377 
CpG island 	 15875308 .. 15875534 	 size=227 
CpG island 	 15887217 .. 15887555 	 size=339 
CpG island 	 15890737 .. 15890973 	 size=237 
CpG island 	 15895870 .. 15896389 	 size=520 
CpG island 	 15901263 .. 15901462 	 size=200 
CpG island 	 15908776 .. 15909010 	 size=235 
CpG island 	 15923508 .. 15923728 	 size=221 
CpG island 	 15924747 .. 15924952 	 size=206 
CpG island 	 15925665 .. 15925910 	 size=246 
CpG island 	 15926517 .. 15926845 	 size=329 
CpG island 	 15927496 .. 15927986 	 size=491 
CpG island 	 15928024 .. 15928439 	 size=416 
CpG island 	 15928512 .. 15928718 	 size=207 
CpG island 	 15932084 .. 15932480 	 size=397 
CpG island 	 15940197 .. 15940530 	 size=334 
CpG island 	 15948606 .. 15948985 	 size=380 
CpG island 	 15949019 .. 15949872 	 size=854 
CpG island 	 15955450 .. 15955708 	 size=259 
CpG island 	 15956103 .. 15956418 	 size=316 
CpG island 	 15957972 .. 15958476 	 size=505 
CpG island 	 15965721 .. 15966004 	 size=284 
CpG island 	 15966024 .. 15966236 	 size=213 
CpG island 	 15978249 .. 15978534 	 size=286 
CpG island 	 15980066 .. 15980408 	 size=343 
CpG island 	 15981584 .. 15982036 	 size=453 
CpG island 	 15982304 .. 15982603 	 size=300 
CpG island 	 15984470 .. 15984855 	 size=386 
CpG island 	 15990022 .. 15990281 	 size=260 
CpG island 	 15990553 .. 15990757 	 size=205 
CpG island 	 15997274 .. 15997713 	 size=440 
CpG island 	 16000658 .. 16000875 	 size=218 
CpG island 	 16003877 .. 16004375 	 size=499 
CpG island 	 16007936 .. 16009055 	 size=1120 
CpG island 	 16009220 .. 16009437 	 size=218 
CpG island 	 16015429 .. 16015761 	 size=333 
CpG island 	 16015895 .. 16016540 	 size=646 
CpG island 	 16019366 .. 16019751 	 size=386 
CpG island 	 16021139 .. 16022139 	 size=1001 
CpG island 	 16022503 .. 16022939 	 size=437 
CpG island 	 16023158 .. 16023538 	 size=381 
CpG island 	 16024580 .. 16025166 	 size=587 
CpG island 	 16025379 .. 16025584 	 size=206 
CpG island 	 16026034 .. 16026300 	 size=267 
CpG island 	 16026575 .. 16027265 	 size=691 
CpG island 	 16028551 .. 16029293 	 size=743 
CpG island 	 16029678 .. 16029933 	 size=256 
CpG island 	 16030719 .. 16030921 	 size=203 
CpG island 	 16035627 .. 16035888 	 size=262 
CpG island 	 16040361 .. 16040585 	 size=225 
CpG island 	 16040685 .. 16041067 	 size=383 
CpG island 	 16041900 .. 16042415 	 size=516 
CpG island 	 16042502 .. 16042704 	 size=203 
CpG island 	 16046708 .. 16047027 	 size=320 
CpG island 	 16047417 .. 16047650 	 size=234 
CpG island 	 16047802 .. 16048250 	 size=449 
CpG island 	 16049789 .. 16050357 	 size=569 
CpG island 	 16052086 .. 16052370 	 size=285 
CpG island 	 16055714 .. 16056012 	 size=299 
CpG island 	 16057655 .. 16058080 	 size=426 
CpG island 	 16058575 .. 16058832 	 size=258 
CpG island 	 16059064 .. 16059901 	 size=838 
CpG island 	 16059927 .. 16060316 	 size=390 
CpG island 	 16060622 .. 16061074 	 size=453 
CpG island 	 16061218 .. 16061530 	 size=313 
CpG island 	 16061743 .. 16062377 	 size=635 
CpG island 	 16062858 .. 16063476 	 size=619 
CpG island 	 16066465 .. 16066808 	 size=344 
CpG island 	 16069333 .. 16069626 	 size=294 
CpG island 	 16069857 .. 16070094 	 size=238 
CpG island 	 16070400 .. 16070604 	 size=205 
CpG island 	 16071397 .. 16072133 	 size=737 
CpG island 	 16077789 .. 16078185 	 size=397 
CpG island 	 16079711 .. 16079972 	 size=262 
CpG island 	 16080226 .. 16080514 	 size=289 
CpG island 	 16086000 .. 16086332 	 size=333 
CpG island 	 16087556 .. 16087828 	 size=273 
CpG island 	 16093155 .. 16093392 	 size=238 
CpG island 	 16093844 .. 16094240 	 size=397 
CpG island 	 16094449 .. 16095830 	 size=1382 
CpG island 	 16104346 .. 16104567 	 size=222 
CpG island 	 16104930 .. 16105158 	 size=229 
CpG island 	 16108914 .. 16109375 	 size=462 
CpG island 	 16120960 .. 16121236 	 size=277 
CpG island 	 16122907 .. 16123147 	 size=241 
CpG island 	 16123499 .. 16123926 	 size=428 
CpG island 	 16129177 .. 16129383 	 size=207 
CpG island 	 16152282 .. 16153221 	 size=940 
CpG island 	 16154930 .. 16155288 	 size=359 
CpG island 	 16161303 .. 16161511 	 size=209 
CpG island 	 16168662 .. 16168865 	 size=204 
CpG island 	 16168952 .. 16169341 	 size=390 
CpG island 	 16169482 .. 16169881 	 size=400 
CpG island 	 16169901 .. 16170491 	 size=591 
CpG island 	 16170643 .. 16170855 	 size=213 
CpG island 	 16176981 .. 16177207 	 size=227 
CpG island 	 16177319 .. 16177707 	 size=389 
CpG island 	 16177720 .. 16178081 	 size=362 
CpG island 	 16178194 .. 16178581 	 size=388 
CpG island 	 16178754 .. 16179119 	 size=366 
CpG island 	 16179188 .. 16179669 	 size=482 
CpG island 	 16180613 .. 16180920 	 size=308 
CpG island 	 16181087 .. 16181320 	 size=234 
CpG island 	 16181844 .. 16182043 	 size=200 
CpG island 	 16182100 .. 16182305 	 size=206 
CpG island 	 16183477 .. 16183732 	 size=256 
CpG island 	 16194021 .. 16194221 	 size=201 
CpG island 	 16196577 .. 16196804 	 size=228 
CpG island 	 16196875 .. 16197589 	 size=715 
CpG island 	 16198304 .. 16198577 	 size=274 
CpG island 	 16198823 .. 16199195 	 size=373 
CpG island 	 16199551 .. 16199910 	 size=360 
CpG island 	 16203443 .. 16203649 	 size=207 
CpG island 	 16204649 .. 16204849 	 size=201 
CpG island 	 16205494 .. 16206123 	 size=630 
CpG island 	 16206491 .. 16206754 	 size=264 
CpG island 	 16206899 .. 16207103 	 size=205 
CpG island 	 16207243 .. 16207759 	 size=517 
CpG island 	 16207847 .. 16208294 	 size=448 
CpG island 	 16208820 .. 16209143 	 size=324 
CpG island 	 16209176 .. 16209542 	 size=367 
CpG island 	 16210151 .. 16210454 	 size=304 
CpG island 	 16212886 .. 16213641 	 size=756 
CpG island 	 16214058 .. 16214260 	 size=203 
CpG island 	 16215338 .. 16215554 	 size=217 
CpG island 	 16216875 .. 16217253 	 size=379 
CpG island 	 16222862 .. 16223438 	 size=577 
CpG island 	 16223690 .. 16224147 	 size=458 
CpG island 	 16224329 .. 16224726 	 size=398 
CpG island 	 16224811 .. 16225231 	 size=421 
CpG island 	 16225277 .. 16225574 	 size=298 
CpG island 	 16227334 .. 16228541 	 size=1208 
CpG island 	 16229295 .. 16229530 	 size=236 
CpG island 	 16231012 .. 16231362 	 size=351 
CpG island 	 16232252 .. 16232712 	 size=461 
CpG island 	 16236164 .. 16236592 	 size=429 
CpG island 	 16237381 .. 16237747 	 size=367 
CpG island 	 16238859 .. 16239204 	 size=346 
CpG island 	 16239246 .. 16239489 	 size=244 
CpG island 	 16240053 .. 16240380 	 size=328 
CpG island 	 16240522 .. 16240831 	 size=310 
CpG island 	 16242436 .. 16242648 	 size=213 
CpG island 	 16242722 .. 16243081 	 size=360 
CpG island 	 16250943 .. 16251464 	 size=522 
CpG island 	 16251708 .. 16252085 	 size=378 
CpG island 	 16255958 .. 16257607 	 size=1650 
CpG island 	 16262094 .. 16262301 	 size=208 
CpG island 	 16266011 .. 16266316 	 size=306 
CpG island 	 16268356 .. 16268687 	 size=332 
CpG island 	 16273452 .. 16273877 	 size=426 
CpG island 	 16274254 .. 16274469 	 size=216 
CpG island 	 16277000 .. 16277435 	 size=436 
CpG island 	 16282635 .. 16283777 	 size=1143 
CpG island 	 16284081 .. 16284303 	 size=223 
CpG island 	 16284563 .. 16284818 	 size=256 
CpG island 	 16284998 .. 16285242 	 size=245 
CpG island 	 16285643 .. 16285882 	 size=240 
CpG island 	 16286659 .. 16286908 	 size=250 
CpG island 	 16287659 .. 16287862 	 size=204 
CpG island 	 16288489 .. 16289058 	 size=570 
CpG island 	 16297191 .. 16297640 	 size=450 
CpG island 	 16300402 .. 16300665 	 size=264 
CpG island 	 16300684 .. 16300987 	 size=304 
CpG island 	 16301074 .. 16302186 	 size=1113 
CpG island 	 16316851 .. 16317064 	 size=214 
CpG island 	 16329030 .. 16329234 	 size=205 
CpG island 	 16334145 .. 16334496 	 size=352 
CpG island 	 16345567 .. 16345790 	 size=224 
CpG island 	 16360186 .. 16360390 	 size=205 
CpG island 	 16369383 .. 16369770 	 size=388 
CpG island 	 16373702 .. 16374011 	 size=310 
CpG island 	 16383276 .. 16383644 	 size=369 
CpG island 	 16384696 .. 16385173 	 size=478 
CpG island 	 16397857 .. 16398446 	 size=590 
CpG island 	 16398453 .. 16398818 	 size=366 
CpG island 	 16400546 .. 16400757 	 size=212 
CpG island 	 16401073 .. 16401561 	 size=489 
CpG island 	 16401566 .. 16401783 	 size=218 
CpG island 	 16402720 .. 16403027 	 size=308 
CpG island 	 16403339 .. 16403650 	 size=312 
CpG island 	 16412197 .. 16412551 	 size=355 
CpG island 	 16417232 .. 16417561 	 size=330 
CpG island 	 16420084 .. 16420284 	 size=201 
CpG island 	 16422698 .. 16422949 	 size=252 
CpG island 	 16435048 .. 16435248 	 size=201 
CpG island 	 16436293 .. 16436569 	 size=277 
CpG island 	 16439063 .. 16439287 	 size=225 
CpG island 	 16439505 .. 16439805 	 size=301 
CpG island 	 16446562 .. 16446771 	 size=210 
CpG island 	 16448795 .. 16449036 	 size=242 
CpG island 	 16449078 .. 16449317 	 size=240 
CpG island 	 16449363 .. 16449633 	 size=271 
CpG island 	 16450705 .. 16450923 	 size=219 
CpG island 	 16452005 .. 16452277 	 size=273 
CpG island 	 16454391 .. 16454608 	 size=218 
CpG island 	 16454822 .. 16455062 	 size=241 
CpG island 	 16455261 .. 16455535 	 size=275 
CpG island 	 16456015 .. 16456327 	 size=313 
CpG island 	 16456657 .. 16456870 	 size=214 
CpG island 	 16459756 .. 16459969 	 size=214 
CpG island 	 16460288 .. 16460569 	 size=282 
CpG island 	 16461262 .. 16461462 	 size=201 
CpG island 	 16461563 .. 16461965 	 size=403 
CpG island 	 16462111 .. 16462595 	 size=485 
CpG island 	 16463235 .. 16463439 	 size=205 
CpG island 	 16464383 .. 16464595 	 size=213 
CpG island 	 16464933 .. 16465133 	 size=201 
CpG island 	 16465487 .. 16465794 	 size=308 
CpG island 	 16473101 .. 16473315 	 size=215 
CpG island 	 16476956 .. 16477351 	 size=396 
CpG island 	 16479275 .. 16479485 	 size=211 
CpG island 	 16480630 .. 16480879 	 size=250 
CpG island 	 16480992 .. 16481333 	 size=342 
CpG island 	 16482426 .. 16482784 	 size=359 
CpG island 	 16483554 .. 16484939 	 size=1386 
CpG island 	 16484966 .. 16485383 	 size=418 
CpG island 	 16485643 .. 16486179 	 size=537 
CpG island 	 16492608 .. 16493002 	 size=395 
CpG island 	 16498276 .. 16498488 	 size=213 
CpG island 	 16498685 .. 16499130 	 size=446 
CpG island 	 16500094 .. 16500298 	 size=205 
CpG island 	 16500718 .. 16500968 	 size=251 
CpG island 	 16501072 .. 16501419 	 size=348 
CpG island 	 16503354 .. 16503672 	 size=319 
CpG island 	 16505974 .. 16506220 	 size=247 
CpG island 	 16507123 .. 16507491 	 size=369 
CpG island 	 16511865 .. 16512129 	 size=265 
CpG island 	 16512448 .. 16512647 	 size=200 
CpG island 	 16513155 .. 16513462 	 size=308 
CpG island 	 16513732 .. 16514382 	 size=651 
CpG island 	 16520329 .. 16520722 	 size=394 
CpG island 	 16525169 .. 16525696 	 size=528 
CpG island 	 16526439 .. 16526640 	 size=202 
CpG island 	 16527089 .. 16527298 	 size=210 
CpG island 	 16528516 .. 16529060 	 size=545 
CpG island 	 16538835 .. 16539306 	 size=472 
CpG island 	 16539395 .. 16540497 	 size=1103 
CpG island 	 16542078 .. 16542863 	 size=786 
CpG island 	 16543330 .. 16543631 	 size=302 
CpG island 	 16544289 .. 16544778 	 size=490 
CpG island 	 16545007 .. 16545277 	 size=271 
CpG island 	 16545413 .. 16545704 	 size=292 
CpG island 	 16546745 .. 16546999 	 size=255 
CpG island 	 16547905 .. 16548448 	 size=544 
CpG island 	 16562149 .. 16562442 	 size=294 
CpG island 	 16562586 .. 16562959 	 size=374 
CpG island 	 16565384 .. 16565919 	 size=536 
CpG island 	 16566312 .. 16566538 	 size=227 
CpG island 	 16569598 .. 16570333 	 size=736 
CpG island 	 16573680 .. 16574140 	 size=461 
CpG island 	 16574674 .. 16575071 	 size=398 
CpG island 	 16576004 .. 16576349 	 size=346 
CpG island 	 16576848 .. 16577241 	 size=394 
CpG island 	 16586206 .. 16586424 	 size=219 
CpG island 	 16590193 .. 16590574 	 size=382 
CpG island 	 16590981 .. 16591682 	 size=702 
CpG island 	 16592131 .. 16592374 	 size=244 
CpG island 	 16593131 .. 16593561 	 size=431 
CpG island 	 16598179 .. 16598539 	 size=361 
CpG island 	 16599339 .. 16599801 	 size=463 
CpG island 	 16600035 .. 16600378 	 size=344 
CpG island 	 16601091 .. 16601495 	 size=405 
CpG island 	 16601498 .. 16602087 	 size=590 
CpG island 	 16604758 .. 16605023 	 size=266 
CpG island 	 16605849 .. 16607887 	 size=2039 
CpG island 	 16607899 .. 16608329 	 size=431 
CpG island 	 16608371 .. 16608791 	 size=421 
CpG island 	 16610871 .. 16611140 	 size=270 
CpG island 	 16612101 .. 16612363 	 size=263 
CpG island 	 16612656 .. 16613042 	 size=387 
CpG island 	 16614540 .. 16614918 	 size=379 
CpG island 	 16617490 .. 16617699 	 size=210 
CpG island 	 16618002 .. 16618249 	 size=248 
CpG island 	 16619704 .. 16620040 	 size=337 
CpG island 	 16622026 .. 16622855 	 size=830 
CpG island 	 16622916 .. 16623311 	 size=396 
CpG island 	 16623857 .. 16624066 	 size=210 
CpG island 	 16625021 .. 16625298 	 size=278 
CpG island 	 16626192 .. 16626588 	 size=397 
CpG island 	 16628947 .. 16629296 	 size=350 
CpG island 	 16630307 .. 16630587 	 size=281 
CpG island 	 16633438 .. 16633742 	 size=305 
CpG island 	 16634880 .. 16635103 	 size=224 
CpG island 	 16635805 .. 16636059 	 size=255 
CpG island 	 16637759 .. 16638038 	 size=280 
CpG island 	 16638331 .. 16638659 	 size=329 
CpG island 	 16639017 .. 16639693 	 size=677 
CpG island 	 16641486 .. 16641956 	 size=471 
CpG island 	 16642127 .. 16642350 	 size=224 
CpG island 	 16642548 .. 16642998 	 size=451 
CpG island 	 16644365 .. 16644913 	 size=549 
CpG island 	 16645345 .. 16645670 	 size=326 
CpG island 	 16645869 .. 16646210 	 size=342 
CpG island 	 16646598 .. 16646995 	 size=398 
CpG island 	 16647842 .. 16648055 	 size=214 
CpG island 	 16649190 .. 16649561 	 size=372 
CpG island 	 16650237 .. 16650453 	 size=217 
CpG island 	 16651139 .. 16651638 	 size=500 
CpG island 	 16651888 .. 16652464 	 size=577 
CpG island 	 16654593 .. 16655030 	 size=438 
CpG island 	 16656086 .. 16656296 	 size=211 
CpG island 	 16656600 .. 16657089 	 size=490 
CpG island 	 16657794 .. 16658018 	 size=225 
CpG island 	 16658576 .. 16658820 	 size=245 
CpG island 	 16659064 .. 16659272 	 size=209 
CpG island 	 16659840 .. 16660133 	 size=294 
CpG island 	 16660488 .. 16660687 	 size=200 
CpG island 	 16661608 .. 16661813 	 size=206 
CpG island 	 16662400 .. 16662801 	 size=402 
CpG island 	 16663932 .. 16664144 	 size=213 
CpG island 	 16668230 .. 16668563 	 size=334 
CpG island 	 16674235 .. 16674572 	 size=338 
CpG island 	 16678297 .. 16678670 	 size=374 
CpG island 	 16680605 .. 16681066 	 size=462 
CpG island 	 16682554 .. 16682798 	 size=245 
CpG island 	 16696376 .. 16696617 	 size=242 
CpG island 	 16698829 .. 16699199 	 size=371 
CpG island 	 16701857 .. 16702141 	 size=285 
CpG island 	 16703068 .. 16703274 	 size=207 
CpG island 	 16705582 .. 16705907 	 size=326 
CpG island 	 16711161 .. 16711517 	 size=357 
CpG island 	 16724678 .. 16724902 	 size=225 
CpG island 	 16725453 .. 16725657 	 size=205 
CpG island 	 16749367 .. 16749606 	 size=240 
CpG island 	 16750254 .. 16750543 	 size=290 
CpG island 	 16754839 .. 16755234 	 size=396 
CpG island 	 16774749 .. 16775035 	 size=287 
CpG island 	 16777483 .. 16777746 	 size=264 
CpG island 	 16778429 .. 16778642 	 size=214 
CpG island 	 16786632 .. 16787066 	 size=435 
CpG island 	 16788839 .. 16789044 	 size=206 
CpG island 	 16801249 .. 16801542 	 size=294 
CpG island 	 16807324 .. 16807747 	 size=424 
CpG island 	 16808514 .. 16810018 	 size=1505 
num_islands 	 3244 
